dateCrawled,name,seller,offerType,price,abtest,vehicleType,yearOfRegistration,gearbox,powerPS,model,kilometer,monthOfRegistration,fuelType,brand,notRepairedDamage,dateCreated,nrOfPictures,postalCode,lastSeen
25-03-2016 09:58,MINI_Cooper_S_Cabrio,privat,Angebot,19599,test,cabrio,2011,manuell,184,cooper,60000,12,benzin,mini,nein,25-03-2016 00:00,0,88518,06-04-2016 08:46
26-03-2016 22:53,Volkswagen_Passat_Variant_2.0_TDI_DPF_Comfortline_+_VW_Garantie,privat,Angebot,13750,test,kombi,2007,manuell,140,passat,90000,1,diesel,volkswagen,nein,26-03-2016 00:00,0,50181,07-04-2016 01:45
15-03-2016 09:52,Audi_A4_Avant_2.7_TDI_DPF_multitronic_S_LINE,privat,Angebot,7000,control,kombi,2007,automatik,179,a4,150000,5,diesel,audi,nein,15-03-2016 00:00,0,93098,05-04-2016 19:44
30-03-2016 11:56,VW_Golf_4_1_6l,privat,Angebot,2000,test,limousine,1998,manuell,101,golf,150000,2,benzin,volkswagen,nein,30-03-2016 00:00,0,6369,07-04-2016 03:15
12-03-2016 08:55,Opel_Corsa_1.4_16V_Edition_87PS_17_Zoll_mit_Garantie_11.2017,privat,Angebot,8900,control,kleinwagen,2013,manuell,87,corsa,40000,11,benzin,opel,nein,12-03-2016 00:00,0,48653,13-03-2016 00:16
27-03-2016 17:36,Calibra_mit_leichten_Tuning_und_TÜV_12/17,privat,Angebot,1350,test,coupe,1992,manuell,116,calibra,150000,10,benzin,opel,nein,27-03-2016 00:00,0,32469,03-04-2016 15:47
27-03-2016 08:58,Verkauf_Ford_Focus,privat,Angebot,500,test,,2017,manuell,100,focus,150000,2,lpg,ford,,27-03-2016 00:00,0,49205,07-04-2016 04:46
16-03-2016 14:46,Verkaufe_Mazda626,privat,Angebot,1250,test,limousine,2000,manuell,0,6_reihe,150000,0,,mazda,ja,16-03-2016 00:00,0,66679,06-04-2016 13:46
02-04-2016 08:57,Opel_Corsa_B_1.0L,privat,Angebot,250,control,kleinwagen,1998,manuell,54,corsa,150000,1,benzin,opel,nein,02-04-2016 00:00,0,56410,05-04-2016 17:26
04-04-2016 11:36,Peugeot_208_e_HDi_FAP_115_Stop&Start,privat,Angebot,15000,control,kleinwagen,2014,manuell,114,2_reihe,60000,8,diesel,peugeot,nein,04-04-2016 00:00,0,1109,06-04-2016 13:44
21-03-2016 19:48,BMW_318d_DPF_Touring_Aut._Edition_Exclusive_v._Extra,privat,Angebot,13900,test,kombi,2011,automatik,143,3er,150000,6,diesel,bmw,nein,21-03-2016 00:00,0,71034,06-04-2016 22:44
05-04-2016 09:52,Vectra_B_CD_Automatik_TÜV_04/17,privat,Angebot,1150,control,limousine,1996,automatik,101,vectra,150000,4,benzin,opel,nein,05-04-2016 00:00,0,49328,07-04-2016 13:16
04-04-2016 16:39,VW_Passat_1_6_litr_nicht_verhandelbar!,privat,Angebot,600,test,kombi,1999,manuell,101,passat,150000,0,benzin,volkswagen,ja,04-04-2016 00:00,0,48607,04-04-2016 16:39
25-03-2016 13:06,Top_Mercedes_Benz_E_280_CDI_Avantgarde_TÜV_NEU,privat,Angebot,7400,test,limousine,2004,automatik,177,e_klasse,150000,4,diesel,mercedes_benz,nein,25-03-2016 00:00,0,60488,07-04-2016 06:44
09-03-2016 19:55,BMW_E36_318tds,privat,Angebot,600,test,kombi,1996,manuell,90,3er,150000,3,diesel,bmw,ja,09-03-2016 00:00,0,2828,05-04-2016 14:18
09-03-2016 17:48,opel_corsa1.2__D__unfall,privat,Angebot,0,test,,2013,manuell,70,corsa,50000,6,,opel,ja,09-03-2016 00:00,0,86551,11-03-2016 01:17
20-03-2016 14:30,Mercedes_Sprinter_315_CDI,privat,Angebot,7900,test,bus,2007,manuell,150,sprinter,5000,0,diesel,mercedes_benz,,20-03-2016 00:00,0,65479,06-04-2016 21:47
31-03-2016 18:27,Peugeot_406_Coupe_3.0_V6_Platinum___Gas_Umbau!,privat,Angebot,800,control,coupe,1999,manuell,190,4_reihe,150000,6,benzin,peugeot,nein,31-03-2016 00:00,0,35685,06-04-2016 08:15
12-03-2016 09:55,Twingo_HU_bis_02_2018,privat,Angebot,599,control,,2018,manuell,599,twingo,150000,0,,renault,,12-03-2016 00:00,0,47138,06-04-2016 01:45
29-03-2016 19:45,BMW_118i_Cabrio,privat,Angebot,19200,control,cabrio,2011,manuell,143,1er,40000,6,benzin,bmw,nein,29-03-2016 00:00,0,52445,02-04-2016 07:48
12-03-2016 14:52,Opel_Zafira_Sieben__Sitzer__Baujahr_2009_1_7_Motor_110_Ps,privat,Angebot,5980,test,bus,2009,manuell,110,zafira,150000,5,diesel,opel,,12-03-2016 00:00,0,14052,20-03-2016 21:16
28-03-2016 21:58,Renault_Tingo_C06,privat,Angebot,100,control,kleinwagen,1994,manuell,52,twingo,150000,6,benzin,renault,ja,28-03-2016 00:00,0,38667,06-04-2016 13:44
21-03-2016 11:47,Fiat_Stilo,privat,Angebot,1400,control,limousine,2003,manuell,133,stilo,150000,5,benzin,fiat,ja,21-03-2016 00:00,0,91555,31-03-2016 13:16
31-03-2016 09:38,VW_Golf_3_Movie_Tuev_bis_Aug._2017,privat,Angebot,600,control,limousine,1995,manuell,75,golf,150000,10,benzin,volkswagen,nein,31-03-2016 00:00,0,38368,06-04-2016 02:16
05-03-2016 22:39,Ford_Focus_C_MAX_1.8,privat,Angebot,4600,control,bus,2004,manuell,125,focus,125000,7,benzin,ford,nein,05-03-2016 00:00,0,7356,07-04-2016 08:44
17-03-2016 13:55,Volkswagen_Golf_1.6_FSI_Champ__2.Hd__TÜV_neu,privat,Angebot,2990,control,limousine,2003,manuell,110,golf,150000,1,benzin,volkswagen,nein,17-03-2016 00:00,0,85757,06-04-2016 18:45
31-03-2016 12:58,Mercedes_Benz_E_350_CDI_DPF_BlueEFFICIENCY_7G_TRONIC,privat,Angebot,15600,test,limousine,2010,automatik,231,e_klasse,150000,5,diesel,mercedes_benz,ja,31-03-2016 00:00,0,45309,02-04-2016 07:47
19-03-2016 15:54,Opel_Astra_G_CC_1.6_Sport_TÜV_05/2017,privat,Angebot,899,control,limousine,2003,manuell,84,astra,150000,7,benzin,opel,ja,19-03-2016 00:00,0,48727,19-03-2016 15:54
02-04-2016 12:50,Ford_Ka_TÜV_neu,privat,Angebot,699,test,kleinwagen,1998,manuell,60,ka,90000,9,benzin,ford,nein,02-04-2016 00:00,0,50126,02-04-2016 12:50
26-03-2016 09:51,Volvo_850_2.4l_auch_Tausch,privat,Angebot,0,control,kombi,1994,automatik,140,850,150000,0,,volvo,,26-03-2016 00:00,0,15528,27-03-2016 22:17
29-03-2016 13:56,Ford_Fiesta_Ghia,privat,Angebot,1000,control,kleinwagen,2000,manuell,75,fiesta,150000,3,benzin,ford,nein,29-03-2016 00:00,0,49740,05-04-2016 23:17
05-03-2016 14:16,Seat_Leon_1.6,privat,Angebot,4699,test,limousine,2007,manuell,102,leon,150000,1,benzin,seat,nein,04-03-2016 00:00,0,56281,11-03-2016 15:44
24-03-2016 18:52,Fiat_Grande_Punto_1.3_Multijet_16V_Dynamic,privat,Angebot,1900,test,kleinwagen,2006,manuell,75,punto,150000,6,diesel,fiat,ja,24-03-2016 00:00,0,77773,05-04-2016 10:18
28-03-2016 21:40,MINI_Mini_Cooper,privat,Angebot,4900,control,kleinwagen,2001,manuell,116,cooper,125000,11,benzin,mini,nein,28-03-2016 00:00,0,82538,07-04-2016 04:15
13-03-2016 18:49,Volkswagen_Passat_Variant_2.0_TDI_DSG_BlueMotion_Techno...,privat,Angebot,26541,test,kombi,2014,automatik,177,passat,40000,8,diesel,volkswagen,nein,13-03-2016 00:00,0,34576,06-04-2016 18:15
26-03-2016 17:49,VW_Passat_Kombi__Bj.87__Modell_32B,privat,Angebot,1,control,kombi,1987,manuell,0,passat,150000,0,,volkswagen,,26-03-2016 00:00,0,31515,06-04-2016 06:45
25-03-2016 14:25,Volkswagen_Polo_1.6_TDI_Comfortline,privat,Angebot,12500,control,kleinwagen,2010,manuell,105,polo,90000,7,diesel,volkswagen,nein,25-03-2016 00:00,0,57537,07-04-2016 08:44
05-04-2016 07:36,Mazda_MPV_2.0_TD_Klima_+_Standheizung_+_TÜV_NEU,privat,Angebot,2650,test,bus,2003,manuell,136,andere,150000,3,diesel,mazda,nein,05-04-2016 00:00,0,33758,07-04-2016 12:15
05-03-2016 14:37,Volkswagen_Golf_Plus_1.4_TSI_MATCH,privat,Angebot,13800,control,bus,2012,manuell,122,golf,30000,7,benzin,volkswagen,nein,05-03-2016 00:00,0,79576,30-03-2016 17:15
30-03-2016 19:48,Mazda_MX_5_1.6i_16V_TÜV_05/2017,privat,Angebot,4290,test,cabrio,2004,manuell,110,mx_reihe,100000,3,benzin,mazda,nein,30-03-2016 00:00,0,22309,07-04-2016 11:45
03-04-2016 11:40,Audi_A4_Avant_2.0_TDI_DPF_mit_guter_Ausstattung,privat,Angebot,6500,control,kombi,2005,manuell,140,a4,150000,8,diesel,audi,nein,03-04-2016 00:00,0,97959,07-04-2016 12:44
15-03-2016 21:46,Volkswagen_Touareg_3.0_V6_TDI_BMT_Luft_Pano_Navi_Keyless,privat,Angebot,22999,control,suv,2010,automatik,239,touareg,150000,6,diesel,volkswagen,nein,15-03-2016 00:00,0,39261,17-03-2016 18:47
12-03-2016 16:47,Volkswagen_Sharan_1.9_TDI_Special,privat,Angebot,10400,control,bus,2009,manuell,116,sharan,125000,6,diesel,volkswagen,nein,12-03-2016 00:00,0,83022,14-03-2016 08:46
22-03-2016 15:54,Fiat_Stilo_1.6_16V,privat,Angebot,1000,control,limousine,2003,manuell,103,stilo,150000,3,benzin,fiat,nein,22-03-2016 00:00,0,83071,24-03-2016 00:17
12-03-2016 10:38,Polo_6n_mit_TÜV_bis_3/2017,privat,Angebot,700,control,kleinwagen,1997,manuell,0,polo,150000,12,benzin,volkswagen,,12-03-2016 00:00,0,48324,31-03-2016 08:45
26-03-2016 15:00,Feuerwehr_Oplel_Blitz_zum_Ausschlachten_oder...,privat,Angebot,190,control,andere,1961,manuell,82,andere,50000,3,benzin,opel,ja,26-03-2016 00:00,0,84140,06-04-2016 02:46
28-03-2016 15:52,BMW_116i_Tausch_moeglich_Scheckheft_gepflegt,privat,Angebot,5999,control,limousine,2005,manuell,115,1er,150000,6,benzin,bmw,nein,28-03-2016 00:00,0,39104,06-04-2016 20:46
30-03-2016 20:45,VW_Passat_Kombi,privat,Angebot,550,control,kombi,1991,manuell,75,passat,150000,12,benzin,volkswagen,nein,30-03-2016 00:00,0,29456,07-04-2016 12:47
11-03-2016 18:47,Wartburg_Wartburg_1.3,privat,Angebot,2950,test,limousine,1990,manuell,58,,90000,1,benzin,sonstige_autos,nein,11-03-2016 00:00,0,7422,12-03-2016 23:45
19-03-2016 13:46,Peugeot_206_90_Style,privat,Angebot,600,test,kleinwagen,1999,manuell,88,2_reihe,150000,12,benzin,peugeot,nein,19-03-2016 00:00,0,72351,04-04-2016 17:44
26-03-2016 02:02,Golf_4_1.6_Highline_mit_Tuev_Motor_und_Getriebe1A,privat,Angebot,1440,control,limousine,1998,manuell,101,golf,150000,12,benzin,volkswagen,,26-03-2016 00:00,0,47169,26-03-2016 09:40
01-04-2016 11:39,Volkswagen_Golf_1.9_SDI_Sommer_und_Winterreifen_HU04/17,privat,Angebot,1190,test,limousine,1998,manuell,68,golf,150000,8,diesel,volkswagen,ja,01-04-2016 00:00,0,54558,03-04-2016 07:16
22-03-2016 11:49,VW_POLO_1_4,privat,Angebot,800,control,,2017,manuell,60,polo,150000,5,,volkswagen,,22-03-2016 00:00,0,63628,31-03-2016 07:17
07-03-2016 12:54,Citroën_C4_HDi_90_FAP,privat,Angebot,4400,test,limousine,2010,manuell,90,c4,150000,6,diesel,citroen,nein,07-03-2016 00:00,0,87757,07-03-2016 12:54
17-03-2016 14:50,Toyota_Yaris_1.3_VVT_i_Executive,privat,Angebot,4200,control,kleinwagen,2007,manuell,87,yaris,150000,9,benzin,toyota,nein,17-03-2016 00:00,0,56291,31-03-2016 11:15
03-04-2016 18:39,Mazda_626_mit_Tuev,privat,Angebot,500,control,kombi,2000,manuell,136,6_reihe,150000,9,benzin,mazda,nein,03-04-2016 00:00,0,24613,03-04-2016 18:39
31-03-2016 14:58,Verkaufe_einen_Audi_A3_wahlw_S3_mit_Klimatronik_D3_TÜV_6/16,privat,Angebot,1350,control,limousine,1999,manuell,110,a3,150000,1,benzin,audi,,31-03-2016 00:00,0,26127,02-04-2016 10:46
08-03-2016 12:38,Maserati_Granturismo_S_Automatik___Bose_Sound_inklusive,privat,Angebot,53000,test,coupe,2010,automatik,439,,60000,1,benzin,sonstige_autos,nein,08-03-2016 00:00,0,75015,11-03-2016 02:44
24-03-2016 19:52,Opel_Corsa_scheckheft_...,privat,Angebot,700,control,kleinwagen,2001,manuell,0,corsa,150000,5,benzin,opel,,24-03-2016 00:00,0,44809,05-04-2016 12:17
30-03-2016 00:56,BMW_530i_touring_Edition_Exclusive,privat,Angebot,7599,test,kombi,2003,automatik,231,5er,150000,6,benzin,bmw,nein,30-03-2016 00:00,0,73333,06-04-2016 22:45
28-03-2016 18:50,BMW_323_ti_Compact_M_Paket_zu_verkaufen!,privat,Angebot,1600,control,andere,1998,manuell,170,3er,150000,6,benzin,bmw,nein,28-03-2016 00:00,0,59555,30-03-2016 10:45
11-03-2016 15:56,Sehr_sauber_auto,privat,Angebot,7300,test,kleinwagen,2005,automatik,140,golf,100000,3,diesel,volkswagen,nein,11-03-2016 00:00,0,45473,30-03-2016 22:18
02-04-2016 13:54,Volkswagen_Polo_1.4_DSG_Style__Autom.__unfallfrei__privat,privat,Angebot,9900,test,kleinwagen,2012,automatik,86,polo,40000,4,benzin,volkswagen,nein,02-04-2016 00:00,0,57462,06-04-2016 12:16
12-03-2016 14:57,VW_T5_Transporter_Diesel_Gepflegt,privat,Angebot,7700,test,andere,2007,manuell,0,transporter,90000,7,diesel,volkswagen,nein,12-03-2016 00:00,0,38640,04-04-2016 22:45
04-04-2016 12:56,Golf_IV_Cabrio_150PS___kein_GTI_/_VR6_/_R_32_/_Turbo__,privat,Angebot,4499,control,cabrio,1998,manuell,150,golf,150000,6,benzin,volkswagen,,04-04-2016 00:00,0,99867,06-04-2016 14:16
04-04-2016 22:53,Volkswagen_New_Beetle_Cabriolet_1.9_TDI_DPF_Freestyle,privat,Angebot,11500,test,cabrio,2010,manuell,105,beetle,100000,6,diesel,volkswagen,nein,04-04-2016 00:00,0,36329,07-04-2016 02:17
24-03-2016 16:46,Polo_Open_Air_an_Bastler,privat,Angebot,350,control,limousine,1990,manuell,0,polo,150000,0,,volkswagen,,24-03-2016 00:00,0,29364,07-04-2016 09:15
16-03-2016 00:36,BMW_330i_Smg_2_M_paket_2_2004bj_Tuev_01.2017_1_Hand_!!_Tausch??!!,privat,Angebot,7000,test,kombi,2004,manuell,231,3er,150000,1,benzin,bmw,nein,16-03-2016 00:00,0,22848,19-03-2016 06:16
15-03-2016 11:38,Opel_Corsa__B_1.0i12V_BJ_2000,privat,Angebot,1250,test,kleinwagen,2000,manuell,54,corsa,150000,2,benzin,opel,nein,15-03-2016 00:00,0,35410,05-04-2016 20:46
02-04-2016 10:57,Renaul_Cango_TÜV_07.2017_1950.00€,privat,Angebot,1950,test,bus,2000,manuell,80,kangoo,125000,7,diesel,renault,,02-04-2016 00:00,0,23560,06-04-2016 09:16
10-03-2016 15:59,Bmw_316ti_compact,privat,Angebot,2890,test,limousine,2002,manuell,0,3er,90000,7,benzin,bmw,,10-03-2016 00:00,0,4575,01-04-2016 17:51
16-03-2016 21:42,A_klasse_170_cdi_mit_klima,privat,Angebot,1599,control,,2016,manuell,0,a_klasse,150000,0,diesel,mercedes_benz,,16-03-2016 00:00,0,44145,17-03-2016 20:21
26-03-2016 09:36,Smart_451_Fortwo_67000_km,privat,Angebot,3400,control,kleinwagen,2009,manuell,61,fortwo,70000,1,benzin,smart,nein,26-03-2016 00:00,0,17033,31-03-2016 03:16
12-03-2016 13:55,Skoda_Fabia_1.4_16V_Ambiente,privat,Angebot,4900,control,kleinwagen,2009,manuell,86,fabia,125000,8,benzin,skoda,nein,12-03-2016 00:00,0,53474,16-03-2016 16:50
20-03-2016 15:55,audi_90_Quattro_20_V,privat,Angebot,8900,control,limousine,1990,manuell,170,90,150000,2,benzin,audi,nein,20-03-2016 00:00,0,35753,01-04-2016 04:17
09-03-2016 10:54,Suche_Smart_cabrio,privat,Angebot,2500,control,cabrio,2000,automatik,0,fortwo,100000,0,,smart,,09-03-2016 00:00,0,13089,23-03-2016 14:17
07-03-2016 22:50,Renault_Laguna_1.8_Benzin_+_Autogas,privat,Angebot,1790,test,kombi,2001,manuell,120,laguna,150000,6,lpg,renault,nein,07-03-2016 00:00,0,13359,07-04-2016 09:16
12-03-2016 16:31,Fiat_Marea_1.8_16V,privat,Angebot,500,control,limousine,1997,manuell,113,andere,150000,3,benzin,fiat,ja,12-03-2016 00:00,0,55469,06-04-2016 18:45
21-03-2016 11:53,Peugeot_206_60_Presence,privat,Angebot,1100,control,kleinwagen,2000,manuell,60,2_reihe,150000,5,benzin,peugeot,ja,21-03-2016 00:00,0,66839,31-03-2016 14:17
06-04-2016 14:25,BMW_320i_Aut.,privat,Angebot,15400,test,limousine,2010,automatik,170,3er,40000,5,benzin,bmw,nein,06-04-2016 00:00,0,65812,06-04-2016 14:25
09-03-2016 19:43,BMW_520i_Navi_Pro__PDC__schwarz,privat,Angebot,6900,test,,2017,manuell,170,,150000,11,benzin,bmw,,09-03-2016 00:00,0,31582,09-03-2016 19:43
02-04-2016 10:56,TOP_Opel_Corsa_D_1.2_zu_verkaufen_oder_Tausch_:_,privat,Angebot,4650,test,kleinwagen,2008,automatik,80,corsa,125000,1,benzin,opel,nein,02-04-2016 00:00,0,50354,06-04-2016 09:16
11-03-2016 17:41,Nissan_Sunny_1.4_mit_Tuev,privat,Angebot,590,control,,2016,manuell,0,andere,150000,3,benzin,nissan,nein,11-03-2016 00:00,0,13409,05-04-2016 17:21
12-03-2016 17:56,"Mercedes_Benz_E_250_Cab_AMG_Comand_Online_HarmanKardon_18""_AMG",privat,Angebot,28750,test,cabrio,2011,automatik,204,e_klasse,80000,7,benzin,mercedes_benz,nein,12-03-2016 00:00,0,42655,07-04-2016 10:16
23-03-2016 13:50,Renault_Clio_1.2_16V_Aut.,privat,Angebot,2250,test,kleinwagen,2006,manuell,79,clio,150000,10,benzin,renault,nein,23-03-2016 00:00,0,72364,23-03-2016 13:50
28-03-2016 11:36,Opel_Astra_G_CC_1.6L,privat,Angebot,749,control,,2017,manuell,75,astra,150000,11,,opel,ja,28-03-2016 00:00,0,72793,30-03-2016 01:44
20-03-2016 09:55,Suzuki_Alto,privat,Angebot,600,control,,2016,manuell,0,andere,150000,8,,suzuki,,20-03-2016 00:00,0,90556,22-03-2016 16:21
27-03-2016 12:46,Porsche_911_Speedster_breit,privat,Angebot,189000,test,cabrio,1989,manuell,231,911,80000,6,benzin,porsche,nein,27-03-2016 00:00,0,82064,07-04-2016 08:16
08-03-2016 12:56,BMW_316_compact,privat,Angebot,450,test,,2000,,0,,150000,0,,bmw,,08-03-2016 00:00,0,51597,05-04-2016 16:44
03-04-2016 11:52,Audi_A3_Sportback_2.0_S_Line_Sport,privat,Angebot,18500,control,limousine,2012,manuell,170,a3,50000,3,diesel,audi,nein,03-04-2016 00:00,0,92421,07-04-2016 12:47
01-04-2016 22:37,Bmw_e39_520i_M_Paket,privat,Angebot,1000,test,kombi,1998,manuell,150,5er,150000,12,benzin,bmw,nein,01-04-2016 00:00,0,50189,03-04-2016 21:46
19-03-2016 19:25,BMW__E87__1er__118i_Aut.__weiss__VOLLAUSSTATTUNG,privat,Angebot,12300,control,limousine,2008,automatik,143,1er,150000,1,benzin,bmw,nein,19-03-2016 00:00,0,65428,06-04-2016 05:45
14-03-2016 16:40,Opel_Corsa_16V_Edition_100,privat,Angebot,1499,test,kleinwagen,1999,manuell,65,corsa,125000,8,benzin,opel,nein,14-03-2016 00:00,0,58675,21-03-2016 06:16
20-03-2016 19:58,Tip_top_Zustand,privat,Angebot,2800,test,limousine,2001,manuell,230,s60,150000,12,benzin,volvo,nein,20-03-2016 00:00,0,42287,25-03-2016 22:18
26-03-2016 20:06,Ford_Fiesta,privat,Angebot,800,test,kleinwagen,2000,manuell,60,fiesta,150000,9,benzin,ford,nein,26-03-2016 00:00,0,61267,06-04-2016 22:18
20-03-2016 18:38,Skoda_Octavia,privat,Angebot,4000,test,kombi,2005,manuell,140,octavia,150000,2,diesel,skoda,nein,20-03-2016 00:00,0,4552,07-04-2016 01:45
28-03-2016 12:55,Verkaufe_Ford_Galaxy_Trend_2.3__16V_7__Sitzer,privat,Angebot,1999,test,bus,2001,manuell,146,galaxy,150000,0,benzin,ford,nein,28-03-2016 00:00,0,91080,06-04-2016 16:15
05-03-2016 18:53,VW_Touren_7_Sitz.Navi_Xenon.,privat,Angebot,22950,test,bus,2014,automatik,105,touran,40000,9,diesel,volkswagen,nein,05-03-2016 00:00,0,38448,05-04-2016 12:19
14-03-2016 17:38,Smart_smart_&_pulse_cdi,privat,Angebot,1400,test,kleinwagen,2002,manuell,41,fortwo,150000,6,diesel,smart,nein,14-03-2016 00:00,0,8525,06-04-2016 00:15
07-03-2016 19:44,Audi_A5_2_7tdi_active_sound_s_line_plus,privat,Angebot,0,control,coupe,2008,automatik,190,a5,150000,4,diesel,audi,nein,07-03-2016 00:00,0,53757,08-03-2016 18:16
04-04-2016 20:55,Audi_A6_Avant_3.0_TDI_DPF_quattro_tiptronic,privat,Angebot,59000,control,kombi,2014,automatik,313,a6,30000,6,diesel,audi,nein,04-04-2016 00:00,0,69469,06-04-2016 23:18
30-03-2016 18:47,Mercedes_Benz_E_350_CGI_Coupé_AMG_|_NAVI_XENON_PANO_TÜV,privat,Angebot,23990,test,coupe,2009,automatik,292,e_klasse,125000,6,benzin,mercedes_benz,nein,30-03-2016 00:00,0,30453,01-04-2016 13:18
19-03-2016 18:46,Toyota_Avensis_2.0_D_4D_Combi_Team,privat,Angebot,6750,test,kombi,2008,manuell,126,avensis,150000,3,diesel,toyota,nein,19-03-2016 00:00,0,93482,30-03-2016 15:17
21-03-2016 17:58,Chevrolet_Nubira_1.8_Kombi_Gas_CDX,privat,Angebot,2250,control,kombi,2008,manuell,121,andere,150000,3,lpg,chevrolet,nein,21-03-2016 00:00,0,63512,28-03-2016 15:19
02-04-2016 22:50,Chrysler_Stratus_2.0_LX,privat,Angebot,2500,control,cabrio,1997,manuell,131,andere,150000,1,benzin,chrysler,nein,02-04-2016 00:00,0,35444,06-04-2016 14:44
21-03-2016 18:50,Mercedes_Benz_Vito_112_CDI_mit_Rollstuhl_Lift,privat,Angebot,2850,test,bus,2001,automatik,122,vito,150000,2,diesel,mercedes_benz,ja,21-03-2016 00:00,0,73079,23-03-2016 00:15
07-03-2016 20:52,Volkswagen_T5_Multivan,privat,Angebot,11300,test,bus,2004,manuell,131,transporter,150000,10,diesel,volkswagen,nein,07-03-2016 00:00,0,90766,22-03-2016 08:17
01-04-2016 16:39,Opel_Corsa_C_GSI_1_8,privat,Angebot,7500,control,kleinwagen,2005,manuell,125,corsa,60000,5,benzin,opel,nein,01-04-2016 00:00,0,12529,05-04-2016 11:44
15-03-2016 12:57,Vw_Polo_6N_Tuev_1/17,privat,Angebot,550,control,,2017,manuell,60,polo,150000,4,benzin,volkswagen,nein,15-03-2016 00:00,0,48432,28-03-2016 02:46
10-03-2016 21:52,BMW_320d,privat,Angebot,1999,control,limousine,2000,automatik,136,3er,150000,11,diesel,bmw,ja,10-03-2016 00:00,0,85301,07-04-2016 00:44
14-03-2016 23:36,Toyota_Celica_TS_Facelift___TÜV_neu!_wenig_km_Garagenw,privat,Angebot,9450,control,coupe,2002,manuell,192,andere,80000,12,benzin,toyota,nein,14-03-2016 00:00,0,99867,05-04-2016 13:16
21-03-2016 23:52,**Suche_Pontiac_Firebird_***,privat,Angebot,5000,test,,1990,,0,,150000,0,,sonstige_autos,,21-03-2016 00:00,0,22457,03-04-2016 16:16
21-03-2016 15:47,Renault_Megane_Grandtour_1.9dCi,privat,Angebot,2200,control,kombi,2003,manuell,102,megane,150000,12,diesel,renault,nein,21-03-2016 00:00,0,75217,06-04-2016 13:46
03-04-2016 12:52,Renault_Megan,privat,Angebot,1350,control,limousine,1999,manuell,0,megane,150000,9,,renault,,03-04-2016 00:00,0,29699,05-04-2016 11:44
11-03-2016 22:54,Volkswagen_Highline,privat,Angebot,21900,control,bus,2007,manuell,200,transporter,150000,3,diesel,volkswagen,nein,11-03-2016 00:00,0,39288,05-04-2016 12:44
30-03-2016 14:47,320d_xDrive_Automatik,privat,Angebot,15600,control,kombi,2010,automatik,184,3er,150000,10,diesel,bmw,,30-03-2016 00:00,0,84130,30-03-2016 14:47
22-03-2016 17:37,Seat_Leon_FR_2.0_TDI_Xenon_Scheckheft,privat,Angebot,5200,control,,2018,manuell,170,leon,150000,10,diesel,seat,ja,22-03-2016 00:00,0,58452,02-04-2016 10:45
19-03-2016 08:56,Super_auto_1.6,privat,Angebot,850,test,limousine,1999,manuell,0,octavia,150000,0,benzin,skoda,nein,19-03-2016 00:00,0,27749,24-03-2016 00:15
30-03-2016 21:06,Astra_J_5_Tuerer_Active_18'_LM__grosses_Navi__Klimaautomatik...,privat,Angebot,12998,control,limousine,2013,manuell,140,astra,60000,7,benzin,opel,nein,30-03-2016 00:00,0,65760,05-04-2016 13:45
04-04-2016 07:51,Nissan_primera,privat,Angebot,2500,test,kombi,2005,manuell,120,primera,150000,9,,nissan,,04-04-2016 00:00,0,56410,05-04-2016 12:13
31-03-2016 18:43,Mercedes_Benz_300_CE,privat,Angebot,1650,control,coupe,1990,automatik,179,andere,150000,1,benzin,mercedes_benz,ja,31-03-2016 00:00,0,47652,06-04-2016 12:16
07-03-2016 23:44,FORD_GALAXY_1.9_TDI_!!!_Diesel_!!!,privat,Angebot,3249,test,bus,2000,,116,galaxy,150000,10,diesel,ford,,07-03-2016 00:00,0,95448,10-03-2016 23:15
06-03-2016 16:42,Audi_A4_Avant_2.0_TFSI_Attraction,privat,Angebot,15000,test,kombi,2010,manuell,179,a4,125000,2,benzin,audi,nein,06-03-2016 00:00,0,56182,17-03-2016 22:18
11-03-2016 00:52,Vw_passat_tuev/klima,privat,Angebot,1699,test,limousine,1999,manuell,0,passat,150000,7,benzin,volkswagen,nein,10-03-2016 00:00,0,52351,12-03-2016 10:17
09-03-2016 13:47,BMW_320_Ci,privat,Angebot,4799,control,coupe,2001,automatik,170,3er,150000,12,benzin,bmw,nein,09-03-2016 00:00,0,47608,06-04-2016 04:17
17-03-2016 14:53,Kia_Carnival_CRDi,privat,Angebot,1550,control,bus,2003,automatik,144,carnival,150000,3,diesel,kia,nein,17-03-2016 00:00,0,90439,06-04-2016 22:45
22-03-2016 22:49,Peugeot_206_SW_110_Automatik_Tendance,privat,Angebot,3800,control,kombi,2005,automatik,109,2_reihe,150000,11,benzin,peugeot,nein,22-03-2016 00:00,0,12524,06-04-2016 23:16
16-03-2016 21:53,VW_Lupo_Tuning_schwarz,privat,Angebot,1500,control,,2017,,50,lupo,125000,0,,volkswagen,,16-03-2016 00:00,0,96114,27-03-2016 14:15
17-03-2016 22:53,Ford_Fiesta_1_2_ltr.__82_PS,privat,Angebot,6600,test,kleinwagen,2009,manuell,82,fiesta,30000,7,benzin,ford,nein,17-03-2016 00:00,0,28215,05-04-2016 18:45
09-03-2016 23:55,Ich_moechte_meine_Auto_verkaufen,privat,Angebot,1900,test,limousine,1999,manuell,75,golf,150000,7,benzin,volkswagen,nein,09-03-2016 00:00,0,22049,10-03-2016 07:39
